context_length,chars_processed,time_microsec,num_nodes,num_child_slots
1,10500000,1049266,2980,17722
1,10600000,1059239,2984,17726
1,10700000,1069190,2991,17885
1,10800000,1079156,2999,17909
1,10900000,1089096,3003,17913
1,11000000,1099044,3009,18079
1,11100000,1108990,3010,18080
1,11200000,1118938,3015,18087
1,11300000,1128890,3016,18088
1,11400000,1138838,3023,18095
1,11500000,1148795,3032,18120
1,11600000,1158736,3037,18125
1,11700000,1168672,3038,18126
1,11800000,1178632,3040,18312
1,11900000,1188586,3048,18320
1,12000000,1198540,3060,18488
1,12100000,1208488,3067,18647
1,12200000,1218426,3068,18648
1,12300000,1228377,3077,18673
1,12400000,1238329,3087,18683
1,12500000,1248280,3087,18683
1,12600000,1258228,3090,18686
1,12700000,1268171,3090,18686
1,12800000,1278118,3090,18686
1,12900000,1288079,3103,18699
1,13000000,1298033,3117,18721
1,13100000,1307978,3120,18726
1,13200000,1317931,3120,18726
1,13300000,1327892,3129,18735
1,13400000,1337836,3133,18739
1,13500000,1347792,3138,18744
1,13600000,1357739,3141,18747
1,13700000,1367690,3148,18754
1,13800000,1377650,3165,18961
1,13900000,1387600,3173,18969
1,14000000,1397554,3178,18990
1,14100000,1407500,3182,18994
1,14200000,1417443,3184,18996
1,14300000,1427399,3187,18999
1,14400000,1437353,3193,19009
1,14500000,1447302,3194,19010
1,14600000,1457250,3196,19012
1,14700000,1467195,3198,19014
1,14800000,1477150,3207,19023
1,14900000,1487102,3218,19042
1,15000000,1497059,3225,19051
1,15100000,1507004,3227,19059
1,15200000,1516954,3230,19062
1,15300000,1526898,3235,19067
1,15400000,1536853,3243,19075
1,15500000,1546796,3245,19077
1,15600000,1556749,3245,19077
1,15700000,1566699,3248,19096
1,15800000,1576651,3251,19103
1,15900000,1586604,3254,19108
1,16000000,1596562,3262,19124
1,16100000,1606506,3264,19126
1,16200000,1616455,3265,19127
1,16300000,1626402,3272,19134
1,16400000,1636354,3278,19140
1,16500000,1646310,3281,19143
1,16600000,1656268,3286,19156
1,16700000,1666211,3293,19171
1,16800000,1676156,3298,19176
1,16900000,1686107,3302,19180
1,17000000,1696071,3305,19183
1,17100000,1706021,3308,19186
1,17200000,1715976,3312,19190
1,17300000,1725915,3314,19192
1,17400000,1735864,3320,19200
1,17500000,1745813,3320,19200
1,17600000,1755769,3321,19201
1,17700000,1765724,3326,19390
1,17800000,1775678,3326,19390
1,17900000,1785640,3327,19391
1,18000000,1795591,3334,19430
1,18100000,1805546,3338,19438
1,18200000,1815497,3343,19443
1,18300000,1825443,3352,19470
1,18400000,1835412,3359,19477
1,18500000,1845368,3362,19480
1,18600000,1855324,3367,19489
1,18700000,1865283,3371,19493
1,18800000,1875231,3373,19495
1,18900000,1885189,3377,19499
1,19000000,1895147,3378,19500
1,19100000,1905096,3387,19693
1,19200000,1915022,3388,19694
1,19300000,1924962,3393,19699
1,19400000,1934896,3397,19703
1,19500000,1944845,3404,19710
1,19600000,1954781,3409,19715
1,19700000,1964711,3410,19716
1,19800000,1974643,3413,19719
1,19900000,1984569,3415,19753
1,20000000,1994498,3419,19757
1,20100000,2004420,3423,19761
1,20200000,2014339,3427,19765
1,20300000,2024265,3428,19766
1,20400000,2034184,3434,19772
1,20500000,2044106,3439,19793
1,20600000,2054024,3439,19793
1,20700000,2063943,3440,19794
1,20800000,2073872,3443,19799
1,20900000,2083787,3444,19800
1,21000000,2093722,3450,19822
1,21100000,2103636,3451,19823
1,21200000,2113556,3451,19823
1,21300000,2123481,3452,19824
1,21400000,2133401,3455,19827
1,21500000,2143334,3458,19830
1,21600000,2153258,3459,19831
1,21700000,2163175,3461,19833
1,21800000,2173099,3463,19843
1,21900000,2183022,3468,19852
1,22000000,2192940,3469,19853
1,22100000,2202856,3470,19854
1,22200000,2212783,3471,19855
1,22300000,2222713,3474,20042
1,22400000,2232624,3475,20043
1,22500000,2242543,3478,20046
1,22600000,2252469,3481,20049
1,22700000,2262393,3482,20050
1,22800000,2272318,3492,20064
1,22900000,2282254,3494,20066
1,23000000,2292176,3499,20071
1,23100000,2302106,3500,20072
1,23200000,2312031,3500,20072
1,23300000,2321951,3501,20073
1,23400000,2331874,3506,20094
1,23500000,2341805,3509,20097
1,23600000,2351735,3512,20100
1,23700000,2361676,3517,20105
1,23800000,2371600,3520,20108
1,23900000,2381519,3523,20111
1,24000000,2391434,3525,20113
1,24100000,2401354,3526,20114
1,24200000,2411273,3529,20117
1,24300000,2421201,3531,20119
1,24400000,2431134,3532,20120
1,24500000,2441069,3538,20126
1,24600000,2450990,3539,20127
1,24700000,2460930,3557,20153
1,24800000,2470858,3559,20155
1,24900000,2480775,3561,20157
1,25000000,2490704,3561,20157
1,25100000,2500627,3564,20160
1,25200000,2510551,3568,20172
1,25300000,2520468,3572,20184
1,25400000,2530385,3576,20192
1,25500000,2540305,3579,20195
1,25600000,2550221,3580,20196
1,25700000,2560142,3580,20196
1,25800000,2570106,3590,20240
1,25900000,2580024,3592,20242
1,26000000,2589945,3594,20276
1,26100000,2599861,3598,20280
1,26200000,2609793,3604,20286
1,26300000,2619722,3609,20491
1,26400000,2629651,3609,20491
1,26500000,2639568,3612,20498
1,26600000,2649490,3612,20498
1,26700000,2659424,3616,20526
1,26800000,2669355,3618,20528
1,26900000,2679270,3619,20529
1,27000000,2689190,3619,20529
1,27100000,2699113,3619,20529
1,27200000,2709034,3619,20529
1,27300000,2718944,3620,20530
1,27400000,2728878,3626,20536
1,27500000,2738796,3630,20540
1,27600000,2748711,3630,20540
1,27700000,2758637,3633,20543
1,27800000,2768560,3633,20543
1,27900000,2778495,3636,20548
1,28000000,2788410,3638,20550
1,28100000,2798336,3638,20550
1,28200000,2808255,3638,20550
1,28300000,2818184,3639,20551
1,28400000,2828112,3639,20551
1,28500000,2838043,3639,20551
1,28600000,2847962,3644,20588
1,28700000,2857880,3648,20596
1,28800000,2867811,3651,20601
1,28900000,2877743,3655,20605
1,29000000,2887671,3660,20614
1,29100000,2897597,3660,20614
1,29200000,2907519,3661,20615
1,29300000,2917440,3664,20618
1,29400000,2927366,3664,20618
1,29500000,2937289,3664,20618
1,29600000,2947206,3664,20618
1,29700000,2957132,3670,20664
1,29800000,2967048,3671,20665
1,29900000,2976975,3673,20667
1,30000000,2986897,3673,20667
1,30100000,2996829,3678,20674
1,30200000,3006747,3680,20676
1,30300000,3016670,3684,20680
1,30400000,3026580,3686,20682
1,30500000,3036504,3690,20686
1,30600000,3046427,3690,20686
1,30700000,3056346,3691,20687
1,30800000,3066268,3693,20689
1,30900000,3076197,3694,20690
1,31000000,3086116,3694,20690
1,31100000,3096038,3695,20691
1,31200000,3105961,3697,20693
1,31300000,3115893,3700,20698
1,31400000,3125811,3700,20698
1,31500000,3135724,3701,20699
1,31600000,3145651,3702,20700
1,31700000,3155574,3706,20704
1,31800000,3165494,3709,20707
1,31900000,3175412,3711,20709
1,32000000,3185324,3712,20710
1,32100000,3195245,3715,20713
1,32200000,3205160,3715,20713
1,32300000,3215085,3716,20714
1,32400000,3225010,3717,20715
1,32500000,3234925,3717,20715
1,32600000,3244847,3720,20718
1,32700000,3254764,3722,20720
1,32800000,3264689,3722,20720
1,32900000,3274618,3723,20721
1,33000000,3284539,3724,20722
1,33100000,3294470,3725,20723
1,33200000,3304390,3727,20725
1,33300000,3314326,3730,20728
1,33400000,3324244,3730,20728
1,33500000,3334163,3730,20728
1,33600000,3344097,3735,20733
1,33700000,3354023,3738,20736
1,33800000,3363946,3738,20736
1,33900000,3373866,3738,20736
1,34000000,3383782,3739,20737
1,34100000,3393706,3740,20738
1,34200000,3403636,3743,20741
1,34300000,3413559,3743,20741
1,34400000,3423471,3745,20743
1,34500000,3433392,3746,20744
1,34600000,3443323,3751,20749
1,34700000,3453248,3753,20751
1,34800000,3463177,3757,20755
1,34900000,3473098,3758,20756
1,35000000,3483025,3760,20762
1,35100000,3492958,3762,20764
1,35200000,3502891,3763,20765
1,35300000,3512821,3767,20793
1,35400000,3522745,3768,20798
1,35500000,3532668,3775,20829
1,35600000,3542593,3782,20884
1,35700000,3552517,3807,20939
1,35800000,3562431,3809,20941
1,35900000,3572345,3813,20945
1,36000000,3582264,3815,20947
1,36100000,3592188,3816,20948
1,36200000,3602110,3817,20949
1,36300000,3612041,3818,20950
1,36400000,3621961,3819,20951
1,36500000,3631883,3822,20954
1,36600000,3641803,3824,20956
1,36700000,3651719,3826,20958
1,36800000,3661652,3828,20960
1,36900000,3671573,3828,20960
1,37000000,3681488,3828,20960
1,37100000,3691408,3829,21113
1,37200000,3701341,3831,21115
1,37300000,3711258,3832,21116
1,37400000,3721186,3833,21117
1,37500000,3731109,3836,21152
1,37600000,3741027,3837,21153
1,37700000,3750955,3840,21156
1,37800000,3760878,3842,21158
1,37900000,3770796,3845,21161
1,38000000,3780716,3851,21167
1,38100000,3790632,3852,21168
1,38200000,3800555,3854,21170
1,38300000,3810472,3858,21174
1,38400000,3820389,3860,21176
1,38500000,3830308,3861,21177
1,38600000,3840225,3863,21363
1,38700000,3850154,3873,21373
1,38800000,3860073,3875,21375
1,38900000,3870004,3882,21382
1,39000000,3879918,3886,21386
1,39100000,3889839,3886,21386
1,39200000,3899753,3887,21387
1,39300000,3909673,3890,21390
1,39400000,3919596,3892,21392
1,39500000,3929515,3893,21393
1,39600000,3939436,3893,21393
1,39700000,3949400,3894,21394
1,39800000,3959368,3895,21395
1,39900000,3969310,3896,21396
1,40000000,3979229,3897,21397
1,40100000,3989151,3902,21406
1,40200000,3999076,3905,21409
1,40300000,4016422,3905,21409
1,40400000,4026354,3908,21412
1,40500000,4036276,3914,21420
1,40600000,4046203,3916,21422
1,40700000,4056127,3916,21422
1,40800000,4066048,3917,21423
1,40900000,4075979,3919,21425
1,41000000,4085899,3920,21426
1,41100000,4095829,3923,21429
1,41200000,4105747,3924,21430
1,41300000,4115660,3925,21431
1,41400000,4125579,3925,21431
1,41500000,4135498,3926,21456
1,41600000,4145420,3927,21457
1,41700000,4155339,3927,21457
1,41800000,4165255,3927,21457
1,41900000,4175176,3927,21457
1,42000000,4185101,3927,21457
1,42100000,4195017,3929,21459
1,42200000,4204949,3932,21494
1,42300000,4214875,3934,21496
1,42400000,4224795,3934,21496
1,42500000,4234719,3934,21496
1,42600000,4244637,3934,21496
1,42700000,4254560,3935,21497
1,42800000,4264482,3938,21500
1,42900000,4274414,3940,21502
1,43000000,4284344,3944,21506
1,43100000,4294303,3950,21512
1,43200000,4304223,3951,21513
1,43300000,4314151,3955,21521
1,43400000,4324066,3956,21522
1,43500000,4333991,3958,21526
1,43600000,4343913,3959,21527
1,43700000,4353838,3960,21528
1,43800000,4363755,3960,21528
1,43900000,4373677,3964,21532
1,44000000,4383603,3968,21536
1,44100000,4393535,3991,21559
1,44200000,4403469,3993,21561
1,44300000,4413392,3993,21561
1,44400000,4423313,3995,21563
1,44500000,4433243,3996,21564
1,44600000,4443168,3997,21565
1,44700000,4453089,3997,21565
1,44800000,4463001,3998,21566
1,44900000,4472923,4000,21568
1,45000000,4482846,4001,21569
1,45100000,4492764,4001,21569
1,45200000,4502680,4002,21570
1,45300000,4512618,4003,21755
1,45400000,4522538,4008,21760
1,45500000,4532468,4009,21761
1,45600000,4542382,4010,21762
1,45700000,4552294,4010,21762
1,45800000,4562215,4012,21764
1,45900000,4572145,4014,21918
1,46000000,4582062,4014,21918
1,46100000,4591985,4014,21918
1,46200000,4601912,4014,21918
1,46300000,4611840,4014,21918
1,46400000,4621764,4015,21919
1,46500000,4631674,4016,21920
1,46600000,4641597,4018,21922
1,46700000,4651530,4020,21924
1,46800000,4661463,4021,21925
1,46900000,4671381,4021,21925
1,47000000,4681300,4022,21926
1,47100000,4691221,4023,21927
1,47200000,4701158,4023,21927
1,47300000,4711102,4025,21929
1,47400000,4721025,4028,21932
1,47500000,4730951,4028,21932
1,47600000,4740887,4031,21935
1,47700000,4750816,4031,21935
1,47800000,4760736,4031,21935
1,47900000,4770685,4031,21935
1,48000000,4780629,4033,21937
1,48100000,4790571,4034,21938
1,48200000,4800492,4034,21938
1,48300000,4810409,4034,21938
1,48400000,4820340,4035,21939
1,48500000,4830262,4037,21941
1,48600000,4840184,4037,21941
1,48700000,4850118,4038,21942
1,48800000,4860039,4038,21942
1,48900000,4869965,4041,21945
1,49000000,4879901,4041,21945
1,49100000,4889838,4042,21946
1,49200000,4899809,4042,21946
1,49300000,4909753,4045,21949
1,49400000,4919682,4046,21950
1,49500000,4929615,4047,21951
1,49600000,4939549,4050,21970
1,49700000,4949463,4050,21970
1,49800000,4959378,4054,21974
1,49900000,4969297,4056,21976
1,50000000,4979215,4058,21978
1,50100000,4989132,4059,21979
1,50200000,4999059,4063,21983
1,50300000,5008976,4064,21984
1,50400000,5018885,4064,21984
1,50500000,5028799,4066,21986
1,50600000,5038719,4067,21987
1,50700000,5048634,4069,21989
1,50800000,5058547,4069,21989
1,50900000,5068464,4069,21989
1,51000000,5078384,4069,21989
1,51100000,5088304,4071,21991
1,51200000,5098228,4072,21992
1,51300000,5108136,4072,21992
1,51400000,5118071,4072,21992
1,51500000,5127992,4074,22018
1,51600000,5137903,4074,22018
1,51700000,5147822,4075,22019
1,51800000,5157744,4076,22020
1,51900000,5167662,4077,22021
1,52000000,5177582,4079,22023
1,52100000,5187503,4079,22023
1,52200000,5197424,4080,22024
1,52300000,5207343,4081,22025
1,52400000,5217268,4081,22025
1,52500000,5227191,4082,22026
1,52600000,5237106,4083,22027
1,52700000,5247020,4084,22028
1,52800000,5256938,4087,22031
1,52900000,5266844,4088,22032
1,53000000,5276763,4090,22034
1,53100000,5286680,4090,22034
1,53200000,5296599,4091,22035
1,53300000,5306514,4092,22036
1,53400000,5316434,4094,22038
1,53500000,5326350,4096,22040
1,53600000,5336268,4099,22043
1,53700000,5346192,4101,22045
1,53800000,5356103,4102,22046
1,53900000,5366027,4103,22047
1,54000000,5375956,4105,22049
1,54100000,5385875,4106,22050
1,54200000,5395796,4106,22050
1,54300000,5405708,4107,22051
1,54400000,5415643,4123,22073
1,54500000,5425558,4124,22074
1,54600000,5435471,4124,22074
1,54700000,5445389,4124,22074
1,54800000,5455310,4127,22077
1,54900000,5465231,4128,22078
1,55000000,5475151,4130,22080
1,55100000,5485063,4137,22087
1,55200000,5494975,4137,22087
1,55300000,5504901,4139,22121
1,55400000,5514823,4139,22121
1,55500000,5524733,4141,22123
1,55600000,5534650,4141,22123
1,55700000,5544562,4141,22123
1,55800000,5554491,4143,22125
1,55900000,5564404,4143,22125
1,56000000,5574328,4145,22127
1,56100000,5584243,4145,22127
1,56200000,5594169,4146,22128
1,56300000,5604094,4146,22128
1,56400000,5614014,4148,22130
1,56500000,5623938,4149,22131
1,56600000,5633849,4149,22131
1,56700000,5643753,4149,22131
1,56800000,5653668,4151,22133
1,56900000,5663594,4154,22136
1,57000000,5673519,4154,22136
1,57100000,5683434,4155,22137
1,57200000,5693348,4155,22137
1,57300000,5703266,4155,22137
1,57400000,5713182,4156,22138
1,57500000,5723107,4158,22140
1,57600000,5733020,4159,22141
1,57700000,5742940,4162,22144
1,57800000,5752870,4163,22145
1,57900000,5762788,4163,22145
1,58000000,5772711,4166,22148
1,58100000,5782627,4166,22148
1,58200000,5792551,4185,22167
1,58300000,5802474,4189,22171
1,58400000,5812405,4189,22171
1,58500000,5822327,4189,22171
1,58600000,5832261,4189,22171
1,58700000,5842178,4189,22171
1,58800000,5852109,4189,22171
1,58900000,5862059,4191,22173
1,59000000,5871998,4191,22173
1,59100000,5881935,4192,22374
1,59200000,5891862,4192,22374
1,59300000,5901803,4193,22375
1,59400000,5911740,4194,22376
1,59500000,5921657,4196,22378
1,59600000,5931587,4197,22379
1,59700000,5941501,4197,22379
1,59800000,5951422,4198,22380
1,59900000,5961346,4199,22381
1,60000000,5971274,4202,22384
1,60100000,5981191,4203,22385
1,60200000,5991115,4203,22385
1,60300000,6001044,4204,22386
1,60400000,6010971,4204,22386
1,60500000,6020896,4204,22386
1,60600000,6030827,4206,22388
1,60700000,6040750,4206,22388
1,60800000,6050680,4206,22388
1,60900000,6060604,4207,22389
1,61000000,6070531,4210,22396
1,61100000,6080459,4212,22398
1,61200000,6090380,4216,22402
1,61300000,6100301,4216,22402
1,61400000,6110238,4216,22402
1,61500000,6120165,4216,22402
1,61600000,6130089,4218,22406
1,61700000,6140002,4220,22408
1,61800000,6149926,4221,22409
1,61900000,6159842,4225,22413
1,62000000,6169766,4225,22413
1,62100000,6179688,4225,22413
1,62200000,6189617,4225,22413
1,62300000,6199554,4226,22414
1,62400000,6209477,4226,22414
1,62500000,6219400,4226,22414
1,62600000,6229328,4226,22414
1,62700000,6239252,4227,22567
1,62800000,6249186,4228,22568
1,62900000,6259101,4230,22570
1,63000000,6269034,4230,22570
1,63100000,6278963,4233,22573
1,63200000,6288892,4234,22574
1,63300000,6298826,4234,22574
1,63400000,6308756,4235,22727
1,63500000,6318682,4235,22727
1,63600000,6328626,4245,22769
1,63700000,6338549,4246,22786
1,63800000,6348470,4253,22809
1,63900000,6358394,4254,22810
1,64000000,6368325,4254,22810
1,64100000,6378252,4255,22811
1,64200000,6388175,4257,22813
1,64300000,6398103,4259,22815
1,64400000,6408033,4260,22816
1,64500000,6417962,4261,22817
1,64600000,6427893,4267,22865
1,64700000,6437821,4268,22866
1,64800000,6447757,4325,22991
1,64900000,6457713,4410,23302
1,65000000,6467666,4434,23480
1,65100000,6477600,4443,23505
1,65200000,6487535,4456,23518
1,65300000,6497466,4468,23530
1,65400000,6507402,4476,23538
1,65500000,6517338,4488,23554
1,65600000,6527272,4496,23562
1,65700000,6537213,4502,23568
1,65800000,6547193,4514,23612
1,65900000,6557158,4520,23620
1,66000000,6567129,4526,23626
1,66100000,6577086,4531,23631
1,66200000,6587040,4541,23645
1,66300000,6596974,4542,23646
1,66400000,6606920,4554,23658
1,66500000,6616860,4563,23671
1,66600000,6626802,4567,23675
1,66700000,6636761,4575,23683
1,66800000,6646709,4576,23684
1,66900000,6656650,4576,23684
1,67000000,6666601,4577,23685
1,67100000,6676554,4581,23689
1,67200000,6686514,4584,23692
1,67300000,6696466,4592,23704
1,67400000,6706399,4597,23711
1,67500000,6716338,4599,23713
1,67600000,6726269,4602,23716
1,67700000,6736214,4608,23722
1,67800000,6746147,4609,23723
1,67900000,6756086,4610,23724
1,68000000,6766025,4614,23738
1,68100000,6775965,4615,23739
1,68200000,6785911,4621,23745
1,68300000,6795853,4625,23749
1,68400000,6805797,4639,23947
1,68500000,6815744,4651,23987
1,68600000,6825692,4653,23991
1,68700000,6835631,4658,23996
1,68800000,6845569,4659,23997
1,68900000,6855508,4661,23999
1,69000000,6865446,4663,24001
1,69100000,6875388,4667,24005
1,69200000,6885331,4678,24016
1,69300000,6895265,4682,24020
1,69400000,6905196,4684,24022
1,69500000,6915139,4684,24022
1,69600000,6925087,4684,24022
1,69700000,6935034,4689,24027
1,69800000,6944974,4696,24034
1,69900000,6954902,4696,24034
1,70000000,6964837,4698,24036
1,70100000,6974773,4701,24039
1,70200000,6984716,4701,24039
1,70300000,6994668,4703,24041
1,70400000,7004605,4704,24042
1,70500000,7014534,4705,24043
1,70600000,7024460,4705,24043
1,70700000,7034390,4708,24046
1,70800000,7044331,4712,24054
1,70900000,7054268,4718,24060
1,71000000,7064203,4718,24060
1,71100000,7074129,4724,24068
1,71200000,7084077,4726,24070
1,71300000,7094020,4729,24073
1,71400000,7103962,4731,24075
1,71500000,7113899,4731,24075
1,71600000,7123834,4731,24075
1,71700000,7133768,4733,24077
1,71800000,7143704,4733,24077
1,71900000,7153652,4734,24078
1,72000000,7163588,4735,24079
1,72100000,7173535,4737,24105
1,72200000,7183471,4738,24106
1,72300000,7193409,4740,24108
1,72400000,7203361,4741,24141
1,72500000,7213293,4743,24145
1,72600000,7223222,4747,24149
1,72700000,7233161,4751,24153
1,72800000,7243094,4754,24156
1,72900000,7253038,4755,24157
1,73000000,7262978,4763,24167
1,73100000,7272907,4763,24167
1,73200000,7282845,4766,24182
1,73300000,7292786,4767,24183
1,73400000,7302719,4767,24183
1,73500000,7312665,4770,24338
1,73600000,7322594,4770,24338
1,73700000,7332532,4772,24340
1,73800000,7342461,4774,24342
1,73900000,7352398,4776,24344
1,74000000,7362332,4778,24346
1,74100000,7372264,4778,24346
1,74200000,7382200,4779,24379
1,74300000,7392125,4779,24379
1,74400000,7402056,4785,24541
1,74500000,7412060,4786,24542
1,74600000,7421999,4787,24543
1,74700000,7431932,4789,24545
1,74800000,7441882,4794,24552
1,74900000,7451812,4794,24552
1,75000000,7461746,4800,24576
1,75100000,7471677,4801,24577
1,75200000,7481609,4801,24577
1,75300000,7491541,4806,24638
1,75400000,7501478,4813,24649
1,75500000,7511410,4816,24652
1,75600000,7521343,4816,24652
1,75700000,7531271,4816,24652
1,75800000,7541194,4817,24653
1,75900000,7551127,4818,24654
1,76000000,7561069,4819,24659
1,76100000,7571001,4824,24664
1,76200000,7580930,4824,24664
1,76300000,7590864,4824,24664
1,76400000,7600796,4826,24666
1,76500000,7610726,4826,24666
1,76600000,7620651,4827,24667
1,76700000,7630582,4828,24668
1,76800000,7640518,4833,24673
1,76900000,7650457,4836,24676
1,77000000,7660390,4837,24677
1,77100000,7670313,4841,24689
1,77200000,7680241,4843,24691
1,77300000,7690173,4843,24691
1,77400000,7700096,4846,24696
1,77500000,7710032,4848,24698
1,77600000,7719970,4850,24700
1,77700000,7729908,4850,24700
1,77800000,7739844,4852,24854
1,77900000,7749778,4853,24855
1,78000000,7759713,4854,24856
1,78100000,7769654,4855,24857
1,78200000,7779595,4859,24861
1,78300000,7789529,4860,24862
1,78400000,7799456,4862,24864
1,78500000,7809390,4865,24867
1,78600000,7819340,4865,24867
1,78700000,7829321,4871,24873
1,78800000,7839263,4873,24875
1,78900000,7849202,4876,24878
1,79000000,7859137,4879,25033
1,79100000,7869076,4880,25034
1,79200000,7879007,4889,25043
1,79300000,7888937,4898,25054
1,79400000,7898876,4903,25059
1,79500000,7908822,4905,25061
1,79600000,7918762,4909,25065
1,79700000,7928693,4910,25066
1,79800000,7938628,4917,25075
1,79900000,7948575,4938,25108
1,80000000,7958502,4941,25111
1,80100000,7968440,4946,25308
1,80200000,7978375,4947,25309
1,80300000,7988312,4952,25314
1,80400000,7998250,4953,25315
1,80500000,8008183,4956,25318
1,80600000,8018121,4959,25321
1,80700000,8028065,4965,25327
1,80800000,8037999,4966,25328
1,80900000,8047938,4973,25335
1,81000000,8057870,4977,25339
1,81100000,8067804,4981,25343
1,81200000,8077744,4993,25355
1,81300000,8087675,4995,25357
1,81400000,8097602,4998,25364
1,81500000,8107534,4998,25364
1,81600000,8117472,5002,25368
1,81700000,8127405,5008,25374
1,81800000,8137339,5013,25381
1,81900000,8147272,5021,25397
1,82000000,8157211,5025,25401
1,82100000,8167151,5026,25402
1,82200000,8177094,5036,25420
1,82300000,8187039,5039,25431
1,82400000,8196978,5040,25432
1,82500000,8206920,5042,25434
1,82600000,8216854,5042,25434
1,82700000,8226795,5043,25435
1,82800000,8236733,5045,25437
1,82900000,8246669,5046,25438
1,83000000,8256610,5048,25440
1,83100000,8266554,5057,25451
1,83200000,8276509,5129,25553
1,83300000,8286455,5134,25562
1,83400000,8296388,5136,25564
1,83500000,8306321,5137,25565
1,83600000,8316264,5144,25572
1,83700000,8326203,5150,25578
1,83800000,8336137,5154,25582
1,83900000,8346071,5156,25584
1,84000000,8356003,5160,25590
1,84100000,8365937,5162,25592
1,84200000,8375876,5166,25596
1,84300000,8385810,5166,25596
1,84400000,8395757,5166,25596
1,84500000,8405693,5166,25596
1,84600000,8415657,5172,25602
1,84700000,8425596,5172,25602
1,84800000,8435548,5177,25607
1,84900000,8445484,5177,25607
1,85000000,8455422,5177,25607
1,85100000,8465358,5178,25608
1,85200000,8475288,5178,25608
1,85300000,8485218,5178,25608
1,85400000,8495157,5178,25608
1,85500000,8505092,5178,25608
1,85600000,8515028,5183,25613
1,85700000,8524967,5183,25613
1,85800000,8534902,5183,25613
1,85900000,8544832,5183,25613
1,86000000,8554766,5183,25613
1,86100000,8564703,5188,25618
1,86200000,8574633,5191,25621
1,86300000,8584567,5197,25659
1,86400000,8594489,5198,25660
1,86500000,8604412,5199,25661
1,86600000,8614361,5199,25661
1,86700000,8624294,5201,25665
1,86800000,8634234,5202,25666
1,86900000,8644166,5207,25671
1,87000000,8654095,5208,25672
1,87100000,8664039,5208,25672
1,87200000,8673978,5210,25674
1,87300000,8683920,5211,25675
1,87400000,8693858,5213,25677
1,87500000,8703806,5215,25679
1,87600000,8713744,5216,25680
1,87700000,8723680,5218,25682
1,87800000,8733611,5218,25682
