context_length,alpha,beta,adapt,chars_processed,time_microsec,bpc
1,49,77,0,62500000,10205587,0
1,49,77,0,63000000,10271720,0
1,49,77,0,63500000,10359906,0
1,49,77,0,64000000,10411980,0
1,49,77,0,64500000,10497580,0
1,49,77,0,65000000,10583251,0
1,49,77,0,65500000,10646740,0
1,49,77,0,66000000,10730639,0
1,49,77,0,66500000,10782685,0
1,49,77,0,67000000,10866225,0
1,49,77,0,67500000,10950867,0
1,49,77,0,68000000,11002709,0
1,49,77,0,68500000,11103722,0
1,49,77,0,69000000,11156487,0
1,49,77,0,69500000,11252211,0
1,49,77,0,70000000,11335607,0
1,49,77,0,70500000,11388241,0
1,49,77,0,71000000,11473857,0
1,49,77,0,71500000,11557330,0
1,49,77,0,72000000,11609230,0
1,49,77,0,72500000,11699582,0
1,49,77,0,73000000,11751442,0
1,49,77,0,73500000,11840179,0
1,49,77,0,74000000,11929132,0
1,49,77,0,74500000,11981057,0
1,49,77,0,75000000,12074560,0
1,49,77,0,75500000,12126515,0
1,49,77,0,76000000,12211782,0
1,49,77,0,76500000,12295404,0
1,49,77,0,77000000,12347359,0
1,49,77,0,77500000,12465088,0
1,49,77,0,78000000,12529562,0
1,49,77,0,78500000,12678016,0
1,49,77,0,79000000,12782488,0
1,49,77,0,79500000,12850502,0
1,49,77,0,80000000,12956637,0
1,49,77,0,80500000,13013447,0
1,49,77,0,81000000,13129478,0
1,49,77,0,81500000,13226544,0
1,49,77,0,82000000,13288453,0
1,49,77,0,82500000,13388925,0
1,49,77,0,83000000,13479700,0
1,49,77,0,83500000,13556121,0
1,49,77,0,84000000,13656149,0
1,49,77,0,84500000,13716084,0
1,49,77,0,85000000,13830980,0
1,49,77,0,85500000,13921220,0
1,49,77,0,86000000,13989946,0
1,49,77,0,86500000,14098431,0
1,49,77,0,87000000,14161596,0
1,49,77,0,87500000,14276741,0
1,49,77,0,88000000,14369102,0
1,49,77,0,88500000,14435470,0
1,49,77,0,89000000,14543440,0
1,49,77,0,89500000,14601728,0
1,49,77,0,90000000,14671790,0
1,49,77,1,500000,51663,0
1,49,77,1,1000000,103225,0
1,49,77,1,1500000,154766,0
1,49,77,1,2000000,206411,0
1,49,77,1,2500000,258007,0
1,49,77,1,3000000,309554,0
1,49,77,1,3500000,361207,0
1,49,77,1,4000000,412855,0
1,49,77,1,4500000,464489,0
1,49,77,1,5000000,516156,0
1,49,77,1,5500000,567815,0
1,49,77,1,6000000,619484,0
1,49,77,1,6500000,671057,0
1,49,77,1,7000000,722588,0
1,49,77,1,7500000,774169,0
1,49,77,1,8000000,825832,0
1,49,77,1,8500000,877627,0
1,49,77,1,9000000,929332,0
1,49,77,1,9500000,980916,0
1,49,77,1,10000000,1032567,0
1,49,77,1,10500000,1084172,0
1,49,77,1,11000000,1135859,0
1,49,77,1,11500000,1187423,0
1,49,77,1,12000000,1238949,0
1,49,77,1,12500000,1290525,0
1,49,77,1,13000000,1342106,0
1,49,77,1,13500000,1393719,0
1,49,77,1,14000000,1445265,0
1,49,77,1,14500000,1496833,0
1,49,77,1,15000000,1548417,0
1,49,77,1,15500000,1600026,0
1,49,77,1,16000000,1651637,0
1,49,77,1,16500000,1703254,0
1,49,77,1,17000000,1754799,0
1,49,77,1,17500000,1806363,0
1,49,77,1,18000000,1857886,0
1,49,77,1,18500000,1909454,0
1,49,77,1,19000000,1961023,0
1,49,77,1,19500000,2012583,0
1,49,77,1,20000000,2064186,0
1,49,77,1,20500000,2115723,0
1,49,77,1,21000000,2167294,0
1,49,77,1,21500000,2218865,0
1,49,77,1,22000000,2270388,0
1,49,77,1,22500000,2321886,0
1,49,77,1,23000000,2373361,0
1,49,77,1,23500000,2424961,0
1,49,77,1,24000000,2476547,0
1,49,77,1,24500000,2528175,0
1,49,77,1,25000000,2579831,0
1,49,77,1,25500000,2631475,0
1,49,77,1,26000000,2683108,0
1,49,77,1,26500000,2734726,0
1,49,77,1,27000000,2786398,0
1,49,77,1,27500000,2838010,0
1,49,77,1,28000000,2889518,0
1,49,77,1,28500000,2941019,0
1,49,77,1,29000000,2992530,0
1,49,77,1,29500000,3044049,0
1,49,77,1,30000000,3095631,0
1,49,77,1,30500000,3147289,0
1,49,77,1,31000000,3198846,0
1,49,77,1,31500000,3250341,0
1,49,77,1,32000000,3301903,0
1,49,77,1,32500000,3353537,0
1,49,77,1,33000000,3405160,0
1,49,77,1,33500000,3456823,0
1,49,77,1,34000000,3508441,0
1,49,77,1,34500000,3560098,0
1,49,77,1,35000000,3611719,0
1,49,77,1,35500000,3663343,0
1,49,77,1,36000000,3714966,0
1,49,77,1,36500000,3766501,0
1,49,77,1,37000000,3818157,0
1,49,77,1,37500000,3869803,0
1,49,77,1,38000000,3921475,0
1,49,77,1,38500000,3973018,0
1,49,77,1,39000000,4024537,0
1,49,77,1,39500000,4076094,0
1,49,77,1,40000000,4127689,0
1,49,77,1,40500000,4179343,0
1,49,77,1,41000000,4230964,0
1,49,77,1,41500000,4282566,0
1,49,77,1,42000000,4334221,0
1,49,77,1,42500000,4385907,0
1,49,77,1,43000000,4437397,0
1,49,77,1,43500000,4488877,0
1,49,77,1,44000000,4540352,0
1,49,77,1,44500000,4591851,0
1,49,77,1,45000000,4643327,0
1,49,77,1,45500000,4694829,0
1,49,77,1,46000000,4746481,0
1,49,77,1,46500000,4798119,0
1,49,77,1,47000000,4849681,0
1,49,77,1,47500000,4901170,0
1,49,77,1,48000000,4952670,0
1,49,77,1,48500000,5004175,0
1,49,77,1,49000000,5055672,0
1,49,77,1,49500000,5107162,0
1,49,77,1,50000000,5158745,0
1,49,77,1,50500000,5210410,0
1,49,77,1,51000000,5261937,0
1,49,77,1,51500000,5313480,0
1,49,77,1,52000000,5365014,0
1,49,77,1,52500000,5416622,0
1,49,77,1,53000000,5468109,0
1,49,77,1,53500000,5519635,0
1,49,77,1,54000000,5571219,0
1,49,77,1,54500000,5622779,0
1,49,77,1,55000000,5674305,0
1,49,77,1,55500000,5725842,0
1,49,77,1,56000000,5777463,0
1,49,77,1,56500000,5829038,0
1,49,77,1,57000000,5880623,0
1,49,77,1,57500000,5932117,0
1,49,77,1,58000000,5983758,0
1,49,77,1,58500000,6035364,0
1,49,77,1,59000000,6086917,0
1,49,77,1,59500000,6138479,0
1,49,77,1,60000000,6190048,0
1,49,77,1,60500000,6241580,0
1,49,77,1,61000000,6293123,0
1,49,77,1,61500000,6344661,0
1,49,77,1,62000000,6396499,0
1,49,77,1,62500000,6447982,0
1,49,77,1,63000000,6499534,0
1,49,77,1,63500000,6551059,0
1,49,77,1,64000000,6602584,0
1,49,77,1,64500000,6654067,0
1,49,77,1,65000000,6705580,0
1,49,77,1,65500000,6757084,0
1,49,77,1,66000000,6808689,0
1,49,77,1,66500000,6860319,0
1,49,77,1,67000000,6911958,0
1,49,77,1,67500000,6963565,0
1,49,77,1,68000000,7015083,0
1,49,77,1,68500000,7066571,0
1,49,77,1,69000000,7118040,0
1,49,77,1,69500000,7169501,0
1,49,77,1,70000000,7220968,0
1,49,77,1,70500000,7272501,0
1,49,77,1,71000000,7324105,0
1,49,77,1,71500000,7375718,0
1,49,77,1,72000000,7427269,0
1,49,77,1,72500000,7480769,0
1,49,77,1,73000000,7532467,0
1,49,77,1,73500000,7584052,0
1,49,77,1,74000000,7635660,0
1,49,77,1,74500000,7687212,0
1,49,77,1,75000000,7738727,0
1,49,77,1,75500000,7790246,0
1,49,77,1,76000000,7841880,0
1,49,77,1,76500000,7893531,0
1,49,77,1,77000000,7945064,0
1,49,77,1,77500000,7996566,0
1,49,77,1,78000000,8048085,0
1,49,77,1,78500000,8099600,0
1,49,77,1,79000000,8151117,0
1,49,77,1,79500000,8202666,0
1,49,77,1,80000000,8254286,0
1,49,77,1,80500000,8305889,0
1,49,77,1,81000000,8357663,0
1,49,77,1,81500000,8409176,0
1,49,77,1,82000000,8460677,0
1,49,77,1,82500000,8512179,0
1,49,77,1,83000000,8563656,0
1,49,77,1,83500000,8615169,0
1,49,77,1,84000000,8666756,0
1,49,77,1,84500000,8718339,0
1,49,77,1,85000000,8769862,0
1,49,77,1,85500000,8821379,0
1,49,77,1,86000000,8872878,0
1,49,77,1,86500000,8924377,0
1,49,77,1,87000000,8975896,0
1,49,77,1,87500000,9027524,0
1,49,77,1,88000000,9079122,0
1,49,77,1,88500000,9130661,0
1,49,77,1,89000000,9182188,0
1,49,77,1,89500000,9233731,0
1,49,77,1,90000000,9285325,0
2,49,77,0,500000,58648,0
2,49,77,0,1000000,116245,0
2,49,77,0,1500000,173788,0
2,49,77,0,2000000,231333,0
2,49,77,0,2500000,288899,0
2,49,77,0,3000000,346377,0
2,49,77,0,3500000,403844,0
2,49,77,0,4000000,461220,0
2,49,77,0,4500000,518569,0
2,49,77,0,5000000,576046,0
2,49,77,0,5500000,633459,0
2,49,77,0,6000000,690926,0
2,49,77,0,6500000,748304,0
2,49,77,0,7000000,805687,0
2,49,77,0,7500000,863144,0
2,49,77,0,8000000,920494,0
2,49,77,0,8500000,977833,0
2,49,77,0,9000000,1035215,0
2,49,77,0,9500000,1092633,0
2,49,77,0,10000000,1149999,0
2,49,77,0,10500000,1207530,0
2,49,77,0,11000000,1264983,0
2,49,77,0,11500000,1322371,0
2,49,77,0,12000000,1379712,0
2,49,77,0,12500000,1437154,0
2,49,77,0,13000000,1494499,0
2,49,77,0,13500000,1551884,0
2,49,77,0,14000000,1609263,0
2,49,77,0,14500000,1666467,0
2,49,77,0,15000000,1723824,0
2,49,77,0,15500000,1781200,0
2,49,77,0,16000000,1838525,0
2,49,77,0,16500000,1895886,0
2,49,77,0,17000000,1953266,0
2,49,77,0,17500000,2010570,0
2,49,77,0,18000000,2067908,0
2,49,77,0,18500000,2125193,0
2,49,77,0,19000000,2182439,0
2,49,77,0,19500000,2239693,0
2,49,77,0,20000000,2297072,0
2,49,77,0,20500000,2354430,0
2,49,77,0,21000000,2411801,0
2,49,77,0,21500000,2469109,0
2,49,77,0,22000000,2526555,0
2,49,77,0,22500000,2583839,0
2,49,77,0,23000000,2641067,0
2,49,77,0,23500000,2698353,0
2,49,77,0,24000000,2755619,0
2,49,77,0,24500000,2812837,0
2,49,77,0,25000000,2870107,0
2,49,77,0,25500000,2927376,0
2,49,77,0,26000000,2984668,0
2,49,77,0,26500000,3041874,0
2,49,77,0,27000000,3099132,0
2,49,77,0,27500000,3156503,0
2,49,77,0,28000000,3213702,0
2,49,77,0,28500000,3270987,0
2,49,77,0,29000000,3328420,0
2,49,77,0,29500000,3385724,0
2,49,77,0,30000000,3443011,0
2,49,77,0,30500000,3500275,0
2,49,77,0,31000000,3557636,0
2,49,77,0,31500000,3615022,0
2,49,77,0,32000000,3672337,0
2,49,77,0,32500000,3729687,0
2,49,77,0,33000000,3787000,0
2,49,77,0,33500000,3844335,0
2,49,77,0,34000000,3901602,0
2,49,77,0,34500000,3958866,0
2,49,77,0,35000000,4016162,0
2,49,77,0,35500000,4073472,0
2,49,77,0,36000000,4130806,0
2,49,77,0,36500000,4188142,0
2,49,77,0,37000000,4245411,0
2,49,77,0,37500000,4302710,0
2,49,77,0,38000000,4360000,0
2,49,77,0,38500000,4417317,0
2,49,77,0,39000000,4474630,0
2,49,77,0,39500000,4531972,0
2,49,77,0,40000000,4589327,0
2,49,77,0,40500000,4646709,0
2,49,77,0,41000000,4704549,0
2,49,77,0,41500000,4762010,0
2,49,77,0,42000000,4819414,0
2,49,77,0,42500000,4876666,0
2,49,77,0,43000000,4933975,0
2,49,77,0,43500000,4991335,0
2,49,77,0,44000000,5048651,0
2,49,77,0,44500000,5105946,0
2,49,77,0,45000000,5163303,0
2,49,77,0,45500000,5220615,0
2,49,77,0,46000000,5277958,0
2,49,77,0,46500000,5335320,0
2,49,77,0,47000000,5392581,0
2,49,77,0,47500000,5449800,0
2,49,77,0,48000000,5507111,0
2,49,77,0,48500000,5564383,0
2,49,77,0,49000000,5621632,0
2,49,77,0,49500000,5678909,0
2,49,77,0,50000000,5736266,0
2,49,77,0,50500000,5795653,0
2,49,77,0,51000000,5852994,0
2,49,77,0,51500000,5910377,0
2,49,77,0,52000000,5967722,0
2,49,77,0,52500000,6024980,0
2,49,77,0,53000000,6082148,0
2,49,77,0,53500000,6139538,0
2,49,77,0,54000000,6196943,0
2,49,77,0,54500000,6254227,0
2,49,77,0,55000000,6311678,0
2,49,77,0,55500000,6368998,0
2,49,77,0,56000000,6426289,0
2,49,77,0,56500000,6483632,0
2,49,77,0,57000000,6540907,0
2,49,77,0,57500000,6598367,0
2,49,77,0,58000000,6655651,0
2,49,77,0,58500000,6712983,0
2,49,77,0,59000000,6770286,0
2,49,77,0,59500000,6827781,0
2,49,77,0,60000000,6885174,0
2,49,77,0,60500000,6942655,0
2,49,77,0,61000000,7000066,0
2,49,77,0,61500000,7057714,0
2,49,77,0,62000000,7115081,0
2,49,77,0,62500000,7172352,0
2,49,77,0,63000000,7229688,0
2,49,77,0,63500000,7287028,0
2,49,77,0,64000000,7344339,0
2,49,77,0,64500000,7401562,0
2,49,77,0,65000000,7458842,0
2,49,77,0,65500000,7516040,0
2,49,77,0,66000000,7573410,0
2,49,77,0,66500000,7630798,0
2,49,77,0,67000000,7688200,0
2,49,77,0,67500000,7745543,0
2,49,77,0,68000000,7802867,0
2,49,77,0,68500000,7860100,0
2,49,77,0,69000000,7917378,0
2,49,77,0,69500000,7974734,0
2,49,77,0,70000000,8032118,0
2,49,77,0,70500000,8089344,0
2,49,77,0,71000000,8146584,0
2,49,77,0,71500000,8203838,0
2,49,77,0,72000000,8260872,0
2,49,77,0,72500000,8318098,0
2,49,77,0,73000000,8375268,0
2,49,77,0,73500000,8432540,0
2,49,77,0,74000000,8489782,0
2,49,77,0,74500000,8547130,0
2,49,77,0,75000000,8604445,0
2,49,77,0,75500000,8661837,0
2,49,77,0,76000000,8719119,0
2,49,77,0,76500000,8776522,0
2,49,77,0,77000000,8833860,0
2,49,77,0,77500000,8891212,0
2,49,77,0,78000000,8948650,0
2,49,77,0,78500000,9006153,0
2,49,77,0,79000000,9063493,0
2,49,77,0,79500000,9120858,0
2,49,77,0,80000000,9178202,0
2,49,77,0,80500000,9235609,0
2,49,77,0,81000000,9293047,0
2,49,77,0,81500000,9350357,0
2,49,77,0,82000000,9407761,0
2,49,77,0,82500000,9465145,0
2,49,77,0,83000000,9522494,0
2,49,77,0,83500000,9579757,0
2,49,77,0,84000000,9637060,0
2,49,77,0,84500000,9694283,0
2,49,77,0,85000000,9751567,0
2,49,77,0,85500000,9808831,0
2,49,77,0,86000000,9866057,0
2,49,77,0,86500000,9923289,0
2,49,77,0,87000000,9980447,0
2,49,77,0,87500000,10037859,0
2,49,77,0,88000000,10095104,0
2,49,77,0,88500000,10152464,0
2,49,77,0,89000000,10209907,0
2,49,77,0,89500000,10267066,0
2,49,77,0,90000000,10324335,0
2,49,77,1,500000,59377,0
2,49,77,1,1000000,117752,0
2,49,77,1,1500000,176118,0
2,49,77,1,2000000,234434,0
2,49,77,1,2500000,292799,0
2,49,77,1,3000000,351013,0
2,49,77,1,3500000,409264,0
2,49,77,1,4000000,467415,0
2,49,77,1,4500000,525595,0
2,49,77,1,5000000,583868,0
2,49,77,1,5500000,642084,0
2,49,77,1,6000000,700376,0
2,49,77,1,6500000,758607,0
2,49,77,1,7000000,816890,0
2,49,77,1,7500000,875118,0
2,49,77,1,8000000,933214,0
2,49,77,1,8500000,991388,0
2,49,77,1,9000000,1049661,0
2,49,77,1,9500000,1107932,0
2,49,77,1,10000000,1166197,0
2,49,77,1,10500000,1224520,0
2,49,77,1,11000000,1282734,0
2,49,77,1,11500000,1340967,0
2,49,77,1,12000000,1399136,0
2,49,77,1,12500000,1457447,0
2,49,77,1,13000000,1515686,0
2,49,77,1,13500000,1573946,0
2,49,77,1,14000000,1632164,0
2,49,77,1,14500000,1690273,0
2,49,77,1,15000000,1748490,0
2,49,77,1,15500000,1806652,0
2,49,77,1,16000000,1864722,0
2,49,77,1,16500000,1922800,0
2,49,77,1,17000000,1981012,0
2,49,77,1,17500000,2039138,0
2,49,77,1,18000000,2097328,0
2,49,77,1,18500000,2155459,0
2,49,77,1,19000000,2213565,0
2,49,77,1,19500000,2271651,0
2,49,77,1,20000000,2329867,0
2,49,77,1,20500000,2388091,0
2,49,77,1,21000000,2446276,0
2,49,77,1,21500000,2504412,0
2,49,77,1,22000000,2562659,0
2,49,77,1,22500000,2620692,0
2,49,77,1,23000000,2678742,0
2,49,77,1,23500000,2736802,0
2,49,77,1,24000000,2794836,0
2,49,77,1,24500000,2852896,0
2,49,77,1,25000000,2911019,0
2,49,77,1,25500000,2969172,0
2,49,77,1,26000000,3027379,0
2,49,77,1,26500000,3085460,0
2,49,77,1,27000000,3143555,0
2,49,77,1,27500000,3201685,0
2,49,77,1,28000000,3259743,0
2,49,77,1,28500000,3317974,0
2,49,77,1,29000000,3376281,0
2,49,77,1,29500000,3434406,0
2,49,77,1,30000000,3492406,0
2,49,77,1,30500000,3550546,0
2,49,77,1,31000000,3608650,0
2,49,77,1,31500000,3666801,0
2,49,77,1,32000000,3724981,0
2,49,77,1,32500000,3783266,0
2,49,77,1,33000000,3841478,0
2,49,77,1,33500000,3899734,0
2,49,77,1,34000000,3957866,0
2,49,77,1,34500000,4015919,0
2,49,77,1,35000000,4074384,0
2,49,77,1,35500000,4132660,0
2,49,77,1,36000000,4190861,0
2,49,77,1,36500000,4249071,0
2,49,77,1,37000000,4307242,0
2,49,77,1,37500000,4365422,0
2,49,77,1,38000000,4423568,0
2,49,77,1,38500000,4481760,0
2,49,77,1,39000000,4539902,0
2,49,77,1,39500000,4598074,0
2,49,77,1,40000000,4656181,0
2,49,77,1,40500000,4714391,0
2,49,77,1,41000000,4772576,0
2,49,77,1,41500000,4830701,0
2,49,77,1,42000000,4888887,0
2,49,77,1,42500000,4946984,0
2,49,77,1,43000000,5005146,0
2,49,77,1,43500000,5063212,0
2,49,77,1,44000000,5121340,0
2,49,77,1,44500000,5181167,0
2,49,77,1,45000000,5239387,0
2,49,77,1,45500000,5297577,0
2,49,77,1,46000000,5355807,0
2,49,77,1,46500000,5414032,0
2,49,77,1,47000000,5472114,0
2,49,77,1,47500000,5530165,0
2,49,77,1,48000000,5588302,0
2,49,77,1,48500000,5646530,0
2,49,77,1,49000000,5704604,0
2,49,77,1,49500000,5762746,0
2,49,77,1,50000000,5821033,0
2,49,77,1,50500000,5879286,0
2,49,77,1,51000000,5937474,0
2,49,77,1,51500000,5995687,0
2,49,77,1,52000000,6053846,0
2,49,77,1,52500000,6111940,0
2,49,77,1,53000000,6170008,0
2,49,77,1,53500000,6228288,0
2,49,77,1,54000000,6286533,0
2,49,77,1,54500000,6344813,0
2,49,77,1,55000000,6403072,0
2,49,77,1,55500000,6461373,0
2,49,77,1,56000000,6519500,0
2,49,77,1,56500000,6577640,0
2,49,77,1,57000000,6635779,0
2,49,77,1,57500000,6693941,0
2,49,77,1,58000000,6752006,0
2,49,77,1,58500000,6810171,0
2,49,77,1,59000000,6868281,0
2,49,77,1,59500000,6926435,0
2,49,77,1,60000000,6984748,0
2,49,77,1,60500000,7042896,0
2,49,77,1,61000000,7101081,0
2,49,77,1,61500000,7159260,0
2,49,77,1,62000000,7217379,0
2,49,77,1,62500000,7275470,0
2,49,77,1,63000000,7333635,0
2,49,77,1,63500000,7391833,0
2,49,77,1,64000000,7449990,0
2,49,77,1,64500000,7508068,0
2,49,77,1,65000000,7566182,0
2,49,77,1,65500000,7624194,0
2,49,77,1,66000000,7682390,0
2,49,77,1,66500000,7740546,0
2,49,77,1,67000000,7798820,0
2,49,77,1,67500000,7856966,0
2,49,77,1,68000000,7915114,0
2,49,77,1,68500000,7973180,0
2,49,77,1,69000000,8031279,0
2,49,77,1,69500000,8089361,0
2,49,77,1,70000000,8147415,0
2,49,77,1,70500000,8205435,0
2,49,77,1,71000000,8263474,0
2,49,77,1,71500000,8321611,0
2,49,77,1,72000000,8379531,0
2,49,77,1,72500000,8437599,0
2,49,77,1,73000000,8495626,0
2,49,77,1,73500000,8553685,0
2,49,77,1,74000000,8611752,0
2,49,77,1,74500000,8670010,0
2,49,77,1,75000000,8728143,0
2,49,77,1,75500000,8786313,0
2,49,77,1,76000000,8844419,0
2,49,77,1,76500000,8902603,0
2,49,77,1,77000000,8960829,0
2,49,77,1,77500000,9019061,0
2,49,77,1,78000000,9077225,0
2,49,77,1,78500000,9135428,0
2,49,77,1,79000000,9193608,0
2,49,77,1,79500000,9251786,0
2,49,77,1,80000000,9309979,0
2,49,77,1,80500000,9368085,0
2,49,77,1,81000000,9426352,0
2,49,77,1,81500000,9484536,0
2,49,77,1,82000000,9542784,0
2,49,77,1,82500000,9601076,0
2,49,77,1,83000000,9659278,0
2,49,77,1,83500000,9717403,0
2,49,77,1,84000000,9775509,0
2,49,77,1,84500000,9833652,0
2,49,77,1,85000000,9891814,0
2,49,77,1,85500000,9949892,0
2,49,77,1,86000000,10007925,0
2,49,77,1,86500000,10065985,0
2,49,77,1,87000000,10123973,0
2,49,77,1,87500000,10182119,0
2,49,77,1,88000000,10240147,0
2,49,77,1,88500000,10298326,0
2,49,77,1,89000000,10356503,0
2,49,77,1,89500000,10414478,0
2,49,77,1,90000000,10472610,0
3,49,77,0,500000,74076,0
3,49,77,0,1000000,143644,0
3,49,77,0,1500000,212551,0
3,49,77,0,2000000,280537,0
3,49,77,0,2500000,348642,0
3,49,77,0,3000000,416182,0
3,49,77,0,3500000,483639,0
3,49,77,0,4000000,550800,0
3,49,77,0,4500000,617826,0
3,49,77,0,5000000,684871,0
3,49,77,0,5500000,751739,0
3,49,77,0,6000000,818867,0
3,49,77,0,6500000,885932,0
3,49,77,0,7000000,952811,0
3,49,77,0,7500000,1019650,0
3,49,77,0,8000000,1086035,0
3,49,77,0,8500000,1152557,0
3,49,77,0,9000000,1219399,0
3,49,77,0,9500000,1286116,0
3,49,77,0,10000000,1352560,0
3,49,77,0,10500000,1419349,0
3,49,77,0,11000000,1485974,0
3,49,77,0,11500000,1552446,0
3,49,77,0,12000000,1619038,0
3,49,77,0,12500000,1685715,0
3,49,77,0,13000000,1752163,0
3,49,77,0,13500000,1818841,0
3,49,77,0,14000000,1885588,0
3,49,77,0,14500000,1951731,0
3,49,77,0,15000000,2018313,0
3,49,77,0,15500000,2084582,0
3,49,77,0,16000000,2150853,0
3,49,77,0,16500000,2216880,0
3,49,77,0,17000000,2283381,0
3,49,77,0,17500000,2349706,0
3,49,77,0,18000000,2416218,0
3,49,77,0,18500000,2482557,0
3,49,77,0,19000000,2548714,0
3,49,77,0,19500000,2614882,0
3,49,77,0,20000000,2681647,0
3,49,77,0,20500000,2748096,0
3,49,77,0,21000000,2814616,0
3,49,77,0,21500000,2880921,0
3,49,77,0,22000000,2947625,0
3,49,77,0,22500000,3013597,0
3,49,77,0,23000000,3079743,0
3,49,77,0,23500000,3145846,0
3,49,77,0,24000000,3211825,0
3,49,77,0,24500000,3277790,0
3,49,77,0,25000000,3344019,0
3,49,77,0,25500000,3410253,0
3,49,77,0,26000000,3476576,0
3,49,77,0,26500000,3542680,0
3,49,77,0,27000000,3608903,0
3,49,77,0,27500000,3675200,0
3,49,77,0,28000000,3743643,0
3,49,77,0,28500000,3810216,0
3,49,77,0,29000000,3876962,0
