context_length,alpha,beta,adapt,pretrain,bpc,time_microsec
1,49,77,0,1,0,0
2,49,77,0,1,0,0
3,49,77,0,1,0,0
4,49,77,0,1,0,0
5,49,77,0,1,0,0
6,49,77,0,1,0,0
7,49,77,0,1,0,0
8,49,77,0,1,0,0
9,49,77,0,1,0,0
10,49,77,0,1,0,0
11,49,77,0,1,0,0
12,49,77,0,1,0,0
13,49,77,0,1,0,0
