context_length,alpha,beta,adapt,pretrain,chars_processed,time_microsec,bpc
3,49,77,1,1,11500000,1811846,0
3,49,77,1,1,12000000,1889524,0
4,49,77,0,1,500000,109215,0
4,49,77,0,1,1000000,211524,0
4,49,77,0,1,1500000,313899,0
4,49,77,0,1,2000000,413758,0
4,49,77,0,1,2500000,513777,0
4,49,77,0,1,3000000,611295,0
4,49,77,0,1,3500000,714200,0
4,49,77,0,1,4000000,810824,0
4,49,77,0,1,4500000,909528,0
4,49,77,0,1,5000000,1010108,0
4,49,77,0,1,5500000,1111503,0
4,49,77,0,1,6000000,1210691,0
4,49,77,0,1,6500000,1306468,0
4,49,77,0,1,7000000,1405230,0
4,49,77,0,1,7500000,1503734,0
4,49,77,0,1,8000000,1602027,0
4,49,77,0,1,8500000,1698996,0
4,49,77,0,1,9000000,1798271,0
4,49,77,0,1,9500000,1895977,0
4,49,77,0,1,10000000,2000231,0
4,49,77,0,1,10500000,2099038,0
4,49,77,0,1,11000000,2196145,0
4,49,77,0,1,11500000,2293480,0
4,49,77,0,1,12000000,2393361,0
4,49,77,1,1,500000,110313,0
4,49,77,1,1,1000000,212958,0
4,49,77,1,1,1500000,315300,0
4,49,77,1,1,2000000,415029,0
4,49,77,1,1,2500000,515029,0
4,49,77,1,1,3000000,612472,0
4,49,77,1,1,3500000,715369,0
4,49,77,1,1,4000000,812037,0
4,49,77,1,1,4500000,910799,0
4,49,77,1,1,5000000,1013215,0
4,49,77,1,1,5500000,1114787,0
4,49,77,1,1,6000000,1214024,0
4,49,77,1,1,6500000,1309828,0
4,49,77,1,1,7000000,1408622,0
4,49,77,1,1,7500000,1507136,0
4,49,77,1,1,8000000,1605405,0
4,49,77,1,1,8500000,1702403,0
4,49,77,1,1,9000000,1801783,0
4,49,77,1,1,9500000,1899509,0
4,49,77,1,1,10000000,2003757,0
4,49,77,1,1,10500000,2102570,0
4,49,77,1,1,11000000,2199809,0
4,49,77,1,1,11500000,2297609,0
4,49,77,1,1,12000000,2397731,0
5,49,77,0,1,500000,139029,0
5,49,77,0,1,1000000,272673,0
5,49,77,0,1,1500000,408009,0
5,49,77,0,1,2000000,540642,0
5,49,77,0,1,2500000,678212,0
5,49,77,0,1,3000000,810186,0
5,49,77,0,1,3500000,955478,0
5,49,77,0,1,4000000,1086062,0
5,49,77,0,1,4500000,1222887,0
5,49,77,0,1,5000000,1360903,0
5,49,77,0,1,5500000,1500953,0
5,49,77,0,1,6000000,1636388,0
5,49,77,0,1,6500000,1763774,0
5,49,77,0,1,7000000,1898136,0
5,49,77,0,1,7500000,2033482,0
5,49,77,0,1,8000000,2167068,0
5,49,77,0,1,8500000,2297187,0
5,49,77,0,1,9000000,2431792,0
5,49,77,0,1,9500000,2563930,0
5,49,77,0,1,10000000,2704733,0
5,49,77,0,1,10500000,2838162,0
5,49,77,0,1,11000000,2969001,0
5,49,77,0,1,11500000,3101024,0
5,49,77,0,1,12000000,3238181,0
5,49,77,1,1,500000,139131,0
5,49,77,1,1,1000000,272711,0
5,49,77,1,1,1500000,407612,0
5,49,77,1,1,2000000,540041,0
5,49,77,1,1,2500000,673966,0
5,49,77,1,1,3000000,803120,0
5,49,77,1,1,3500000,944832,0
5,49,77,1,1,4000000,1072773,0
5,49,77,1,1,4500000,1207002,0
5,49,77,1,1,5000000,1342441,0
5,49,77,1,1,5500000,1479676,0
5,49,77,1,1,6000000,1613025,0
5,49,77,1,1,6500000,1738980,0
5,49,77,1,1,7000000,1871563,0
5,49,77,1,1,7500000,2004958,0
5,49,77,1,1,8000000,2137022,0
5,49,77,1,1,8500000,2265378,0
5,49,77,1,1,9000000,2398235,0
5,49,77,1,1,9500000,2528949,0
5,49,77,1,1,10000000,2666640,0
5,49,77,1,1,10500000,2798564,0
