context_length,alpha,beta,adapt,pretrain,chars_processed,time_microsec,bpc
12,49,77,0,1,60000000,-1593416787,1.4805
12,49,77,0,1,70000000,-1121883093,1.44259
12,49,77,0,1,80000000,-631635004,1.42084
12,49,77,0,1,90000000,-114304733,1.40717
13,49,77,0,1,0,112971730,8.01003
13,49,77,0,1,10000000,502607176,1.65754
13,49,77,0,1,20000000,923852583,1.58062
13,49,77,0,1,30000000,1360646749,1.54204
13,49,77,0,1,40000000,1809710624,1.52205
13,49,77,0,1,50000000,-2025771990,1.50101
13,49,77,0,1,60000000,-1559138439,1.48136
13,49,77,0,1,70000000,-1080377932,1.43905
13,49,77,0,1,80000000,-582523227,1.41375
13,49,77,0,1,90000000,-56608862,1.39534
