context_length,alpha,beta,adapt,pretrain,bpc,time_microsec
8,17,1,1,1,2.14084,147494046
8,17,9,0,1,2.14809,146777234
8,17,9,1,1,2.08256,147499122
8,17,17,0,1,2.1071,146666618
8,17,17,1,1,2.0458,147598074
8,17,25,0,1,2.07703,146681253
8,17,25,1,1,2.0195,147476903
8,17,33,0,1,2.0559,146625861
8,17,33,1,1,1.99874,147667993
8,17,41,0,1,2.03684,146836604
8,17,41,1,1,1.98192,147522000
8,17,49,0,1,2.02152,146667593
8,17,49,1,1,1.96848,147578110
8,17,57,0,1,2.00916,146516259
8,17,57,1,1,1.95776,147452994
8,17,65,0,1,2.00029,146540054
8,17,65,1,1,1.94983,147441093
8,17,73,0,1,1.99289,146745609
8,17,73,1,1,1.94478,147452815
8,17,81,0,1,1.99092,146719756
8,17,81,1,1,1.9432,147695247
8,17,89,0,1,1.9926,146784975
8,17,89,1,1,1.94615,147426275
8,17,97,0,1,2.00626,146567009
8,17,97,1,1,1.96101,147551594
8,25,1,0,1,2.18411,146568367
8,25,1,1,1,2.11551,147488966
8,25,9,0,1,2.13077,146636696
8,25,9,1,1,2.06701,147491433
8,25,17,0,1,2.09474,146845071
8,25,17,1,1,2.03478,147476834
8,25,25,0,1,2.06781,146761619
8,25,25,1,1,2.01131,147441638
8,25,33,0,1,2.04872,149620089
8,25,33,1,1,1.99243,147563729
8,25,41,0,1,2.03131,146520501
8,25,41,1,1,1.97706,147429472
8,25,49,0,1,2.01708,146817928
8,25,49,1,1,1.96463,147515200
8,25,57,0,1,2.00566,146701229
8,25,57,1,1,1.95481,147481009
8,25,65,0,1,1.9975,146934860
8,25,65,1,1,1.94751,147479940
8,25,73,0,1,1.99066,146734289
8,25,73,1,1,1.94296,147533301
8,25,81,0,1,1.98923,147189928
8,25,81,1,1,1.94182,147466740
8,25,89,0,1,1.9913,146745042
8,25,89,1,1,1.94503,147410974
8,25,97,0,1,2.00495,146620602
8,25,97,1,1,1.95997,147421968
8,33,1,0,1,2.16286,146596003
8,33,1,1,1,2.09634,147261898
8,33,9,0,1,2.11673,146834133
8,33,9,1,1,2.05443,147490648
8,33,17,0,1,2.08439,146646767
8,33,17,1,1,2.02555,147478577
8,33,25,0,1,2.05987,146731036
8,33,25,1,1,2.00429,147454543
8,33,33,0,1,2.04255,146627401
8,33,33,1,1,1.98697,147429996
8,33,41,0,1,2.02643,146883808
8,33,41,1,1,1.9728,147862644
8,33,49,0,1,2.01317,146639919
8,33,49,1,1,1.96125,147549609
8,33,57,0,1,2.00261,146670811
8,33,57,1,1,1.95213,147656245
8,33,65,0,1,1.99509,146797287
8,33,65,1,1,1.94542,147413668
8,33,73,0,1,1.9887,146604957
8,33,73,1,1,1.94134,147912979
8,33,81,0,1,1.98772,146619860
8,33,81,1,1,1.94053,147479329
8,33,89,0,1,1.99004,146673513
8,33,89,1,1,1.94402,147509389
8,33,97,0,1,2.00372,146640755
8,33,97,1,1,1.95897,147445589
8,41,1,0,1,2.1458,146994311
8,41,1,1,1,2.08098,147908514
8,41,9,0,1,2.10495,146579783
8,41,9,1,1,2.04388,147584473
8,41,17,0,1,2.07553,146605341
8,41,17,1,1,2.01766,147520074
8,41,25,0,1,2.05296,146591505
8,41,25,1,1,1.99819,147380875
8,41,33,0,1,2.0371,147270478
8,41,33,1,1,1.98216,147409665
8,41,41,0,1,2.02205,146985729
8,41,41,1,1,1.96895,147377557
8,41,49,0,1,2.00964,146545407
8,41,49,1,1,1.9582,147461056
8,41,57,0,1,1.99977,146695033
8,41,57,1,1,1.94974,147444126
8,41,65,0,1,1.99287,146557393
8,41,65,1,1,1.94353,148316109
8,41,73,0,1,1.98684,146599244
8,41,73,1,1,1.93984,147364040
8,41,81,0,1,1.98624,146672280
8,41,81,1,1,1.93935,147638981
8,41,89,0,1,1.98881,146493300
8,41,89,1,1,1.94304,147401221
8,41,97,0,1,2.0026,146532520
8,41,97,1,1,1.95804,147306264
8,49,1,0,1,2.1316,146660487
8,49,1,1,1,2.06821,147358181
8,49,9,0,1,2.09485,146681785
8,49,9,1,1,2.03484,147495543
8,49,17,0,1,2.06784,146799922
8,49,17,1,1,2.01083,147401309
8,49,25,0,1,2.04685,146532592
8,49,25,1,1,1.9928,147430672
8,49,33,0,1,2.03221,146621943
8,49,33,1,1,1.97788,147313603
8,49,41,0,1,2.01804,146534226
8,49,41,1,1,1.9655,147367480
8,49,49,0,1,2.00647,146749267
8,49,49,1,1,1.95549,147771501
8,49,57,0,1,1.99719,146517417
8,49,57,1,1,1.94754,147346629
8,49,65,0,1,1.99075,146484589
8,49,65,1,1,1.94178,147462459
8,49,73,0,1,1.98528,146573759
8,49,73,1,1,1.93848,147414150
8,49,81,0,1,1.98485,146725114
8,49,81,1,1,1.93825,147319898
8,49,89,0,1,1.98767,146490959
8,49,89,1,1,1.94213,147307851
8,49,97,0,1,2.00152,146662334
8,49,97,1,1,1.95716,147310239
8,57,1,0,1,2.11949,146631302
8,57,1,1,1,2.05733,147209263
8,57,9,0,1,2.086,146350101
8,57,9,1,1,2.02694,147448081
8,57,17,0,1,2.06098,146652694
8,57,17,1,1,2.00477,147355219
8,57,25,0,1,2.04135,146546527
8,57,25,1,1,1.98798,147472265
8,57,33,0,1,2.02783,146508480
8,57,33,1,1,1.97408,147474723
8,57,41,0,1,2.01443,146537246
8,57,41,1,1,1.9624,147369144
8,57,49,0,1,2.00352,146462937
8,57,49,1,1,1.953,147345811
8,57,57,0,1,1.99479,146626536
8,57,57,1,1,1.94552,147289413
8,57,65,0,1,1.98882,146694714
8,57,65,1,1,1.94016,147496088
8,57,73,0,1,1.98369,146591169
8,57,73,1,1,1.9372,147551905
8,57,81,0,1,1.98355,146534551
8,57,81,1,1,1.93726,147557520
8,57,89,0,1,1.9866,146912776
8,57,89,1,1,1.94127,147480072
8,57,97,0,1,2.00049,146741655
8,57,97,1,1,1.95631,147366915
8,65,1,0,1,2.10895,146889634
8,65,1,1,1,2.04789,147722240
8,65,9,0,1,2.07818,146731411
8,65,9,1,1,2.01997,147522489
8,65,17,0,1,2.05482,146695953
8,65,17,1,1,1.99937,147693680
8,65,25,0,1,2.03642,147012913
8,65,25,1,1,1.98364,147529358
8,65,33,0,1,2.02391,146817473
8,65,33,1,1,1.97064,147523018
8,65,41,0,1,2.01111,146714166
8,65,41,1,1,1.95955,147626410
8,65,49,0,1,2.00081,147522761
8,65,49,1,1,1.95069,147396660
8,65,57,0,1,1.99256,146672063
8,65,57,1,1,1.94368,148024528
8,65,65,0,1,1.98701,146608553
8,65,65,1,1,1.93866,147409557
8,65,73,0,1,1.98222,146741462
8,65,73,1,1,1.93602,147372191
8,65,81,0,1,1.98233,146582758
8,65,81,1,1,1.9363,147493194
8,65,89,0,1,1.98555,146621673
8,65,89,1,1,1.94048,147399843
8,65,97,0,1,1.99944,146707743
8,65,97,1,1,1.95549,147387827
8,73,1,0,1,2.09967,146570673
8,73,1,1,1,2.03959,147317563
8,73,9,0,1,2.07123,146586425
8,73,9,1,1,2.01378,147412011
8,73,17,0,1,2.04928,146570109
8,73,17,1,1,1.99444,147432916
8,73,25,0,1,2.03197,146489611
8,73,25,1,1,1.97974,147408272
8,73,33,0,1,2.02022,146722078
8,73,33,1,1,1.96744,147387020
8,73,41,0,1,2.0081,146568278
8,73,41,1,1,1.95697,147432833
8,73,49,0,1,1.99836,146533987
8,73,49,1,1,1.94859,147374713
8,73,57,0,1,1.99056,146585795
8,73,57,1,1,1.94198,147531645
8,73,65,0,1,1.98536,146500534
8,73,65,1,1,1.93729,147403089
8,73,73,0,1,1.98085,146698949
8,73,73,1,1,1.93492,147375292
8,73,81,0,1,1.98119,146501731
8,73,81,1,1,1.93541,147447317
8,73,89,0,1,1.98456,146530704
8,73,89,1,1,1.93972,147403940
8,73,97,0,1,1.99848,146583294
8,73,97,1,1,1.95472,147690519
8,81,1,0,1,2.09141,146693341
8,81,1,1,1,2.03219,147518257
8,81,9,0,1,2.0649,147257099
8,81,9,1,1,2.00817,147509017
8,81,17,0,1,2.04423,146630474
8,81,17,1,1,1.98998,147582347
8,81,25,0,1,2.02787,147051864
8,81,25,1,1,1.97616,147962445
8,81,33,0,1,2.01682,146680064
8,81,33,1,1,1.96449,147473251
8,81,41,0,1,2.00535,146636230
8,81,41,1,1,1.95457,147464945
8,81,49,0,1,1.99604,146806056
8,81,49,1,1,1.94665,147430451
8,81,57,0,1,1.98864,146660705
8,81,57,1,1,1.94038,147505492
8,81,65,0,1,1.9838,147000577
8,81,65,1,1,1.93598,147511490
8,81,73,0,1,1.97958,146692303
8,81,73,1,1,1.93394,147637044
8,81,81,0,1,1.98025,146626400
8,81,81,1,1,1.93455,147413577
8,81,89,0,1,1.98365,146963983
8,81,89,1,1,1.93899,147424199
8,81,97,0,1,1.99756,146722986
8,81,97,1,1,1.95399,147623569
8,89,1,0,1,2.08396,146704347
8,89,1,1,1,2.02556,147778317
8,89,9,0,1,2.05915,147108349
8,89,9,1,1,2.0031,147398164
8,89,17,0,1,2.0396,146604024
8,89,17,1,1,1.98592,147386249
8,89,25,0,1,2.02413,147482821
8,89,25,1,1,1.97291,147449548
8,89,33,0,1,2.01364,146857225
8,89,33,1,1,1.96177,147640502
8,89,41,0,1,2.00278,146700808
8,89,41,1,1,1.95236,147515624
8,89,49,0,1,1.99392,146815438
8,89,49,1,1,1.94484,147494418
8,89,57,0,1,1.98689,146664813
8,89,57,1,1,1.93891,147521508
8,89,65,0,1,1.98235,146807865
8,89,65,1,1,1.93476,147500409
8,89,73,0,1,1.97842,146672933
8,89,73,1,1,1.93297,147579091
8,89,81,0,1,1.97931,146631231
8,89,81,1,1,1.93373,147444330
8,89,89,0,1,1.98274,146881215
8,89,89,1,1,1.93829,147464937
8,89,97,0,1,1.99668,146622579
8,89,97,1,1,1.95329,147556460
8,97,1,0,1,2.0773,146598101
8,97,1,1,1,2.01959,147408829
8,97,9,0,1,2.05391,146973795
8,97,9,1,1,1.99842,147642110
8,97,17,0,1,2.03535,147005816
8,97,17,1,1,1.98218,147483219
8,97,25,0,1,2.02065,146839095
8,97,25,1,1,1.96991,147440238
8,97,33,0,1,2.0107,146614356
8,97,33,1,1,1.95928,147428653
8,97,41,0,1,2.00035,146681314
8,97,41,1,1,1.95028,147404315
8,97,49,0,1,1.99196,146689296
8,97,49,1,1,1.94314,147470589
8,97,57,0,1,1.9852,146649426
8,97,57,1,1,1.93753,147431231
8,97,65,0,1,1.98096,146770287
8,97,65,1,1,1.93364,147493954
8,97,73,0,1,1.97732,146775659
8,97,73,1,1,1.93206,147652709
8,97,81,0,1,1.97831,146647222
8,97,81,1,1,1.93296,147468288
8,97,89,0,1,1.98188,146562747
8,97,89,1,1,1.93763,147581651
8,97,97,0,1,1.99582,146684360
8,97,97,1,1,1.95261,147483550
